chr,start,end,value
chr6,33291736,33291739,2.49
chr6,33291739,33291741,2.62
chr6,33291741,33291751,2.49
chr6,33291751,33291753,2.24
chr6,33291753,33291755,2.12
chr6,33291755,33291759,1.87
chr6,33291759,33291762,1.87
chr6,33291762,33291764,2.12
chr6,33291764,33291766,1.99
chr6,33291766,33291772,2.37
chr6,33291772,33291778,2.49
chr6,33291778,33291787,2.49
chr6,33291787,33291790,2.37
chr6,33291790,33291792,2.24
chr6,33291792,33291798,2.37
chr6,33291798,33291803,2.49
chr6,33291803,33291809,2.74
chr6,33291809,33291812,2.99
chr6,33291812,33291816,3.11
chr6,33291816,33291829,3.24
chr6,33291829,33291832,3.11
chr6,33291832,33291838,3.24
chr6,33291838,33291842,3.36
chr6,33291842,33291848,3.49
chr6,33291848,33291855,3.74
chr6,33291855,33291862,3.61
chr6,33291862,33291864,3.49
chr6,33291864,33291870,2.99
chr6,33291870,33291871,2.86
chr6,33291871,33291873,3.11
chr6,33291873,33291890,3.36
chr6,33291890,33291893,3.24
chr6,33291893,33291897,2.99
chr6,33291897,33291903,2.62
chr6,33291903,33291909,2.49
chr6,33291909,33291913,2.24
chr6,33291913,33291923,2.37
chr6,33291923,33291926,2.24
chr6,33291926,33291929,2.62
chr6,33291929,33291934,2.49
chr6,33291934,33291940,2.12
chr6,33291940,33291943,1.87
chr6,33291943,33291947,1.74
chr6,33291947,33291963,1.62
chr6,33291963,33291969,1.49
chr6,33291969,33291973,1.37
chr6,33291973,33291979,1.25
chr6,33291979,33292002,1
chr6,33292002,33292004,0.75
chr6,33292004,33292035,0.5
chr6,33292035,33292044,0.87
chr6,33292044,33292057,0.75
chr6,33292057,33292162,0.37
chr6,33292162,33292166,0.5
chr6,33292166,33292187,0.12
chr6,33292187,33292293,0.25
chr6,33292293,33292318,0.12
chr6,33292349,33292420,0.12
chr6,33292420,33292430,0.5
chr6,33292430,33292480,1
chr6,33292480,33292551,0.87
chr6,33292551,33292561,0.5
chr6,33292616,33292657,0.75
chr6,33292657,33292693,1
chr6,33292693,33292747,1.12
chr6,33292747,33292788,0.37
chr6,33292788,33292808,0.12
chr6,33292808,33292824,0.25
chr6,33292824,33292939,0.12
chr6,33293065,33293113,0.12
chr6,33293113,33293196,0.62
chr6,33293196,33293244,0.5
chr6,33293315,33293339,0.5
chr6,33293339,33293446,0.62
chr6,33293446,33293470,0.12
chr6,33293479,33293610,0.12
chr6,33293771,33293819,0.12
chr6,33293819,33293855,0.25
chr6,33293855,33293902,0.37
chr6,33293902,33293927,0.25
chr6,33293927,33293950,0.37
chr6,33293950,33293959,0.25
chr6,33293959,33293986,0.5
chr6,33293986,33294031,0.37
chr6,33294031,33294058,0.5
chr6,33294058,33294090,0.37
chr6,33294090,33294162,0.12
chr6,33294231,33294362,0.12
chr6,33294373,33294404,0.12
chr6,33294404,33294504,0.25
chr6,33294504,33294507,0.12
chr6,33294507,33294535,0.25
chr6,33294535,33294611,0.12
chr6,33294611,33294638,0.37
chr6,33294638,33294742,0.25
chr6,33295195,33295258,0.12
chr6,33295258,33295291,0.25
chr6,33295291,33295326,0.37
chr6,33295326,33295389,0.25
chr6,33295389,33295420,0.12
chr6,33295420,33295422,0.25
chr6,33295422,33295551,0.12
chr6,33296305,33296436,0.25
chr6,33296535,33296666,0.37
chr6,33296828,33296850,0.12
chr6,33296850,33296855,0.37
chr6,33296855,33296959,0.62
chr6,33296959,33296981,0.5
chr6,33296981,33296986,0.25
chr6,33297108,33297128,0.12
chr6,33297128,33297239,0.25
chr6,33297239,33297259,0.12
chr6,33297293,33297330,0.12
chr6,33297330,33297424,0.25
chr6,33297424,33297461,0.12
chr6,33297785,33297815,0.25
chr6,33297815,33297893,0.37
chr6,33297893,33297901,0.87
chr6,33297901,33297916,1
chr6,33297916,33297946,0.75
chr6,33297946,33298024,0.62
chr6,33298024,33298032,0.12
chr6,33298063,33298079,0.12
chr6,33298079,33298144,0.25
chr6,33298144,33298194,0.5
chr6,33298194,33298210,0.37
chr6,33298210,33298275,0.25
chr6,33298428,33298432,0.37
chr6,33298432,33298439,1
chr6,33298439,33298559,1.12
chr6,33298559,33298563,0.75
chr6,33298563,33298570,0.12
chr6,33300131,33300150,0.62
chr6,33300150,33300262,0.75
chr6,33300262,33300281,0.12
chr6,33300281,33300412,0.25
chr6,33300750,33300755,0.12
chr6,33300755,33300866,0.37
chr6,33300866,33300881,0.5
chr6,33300881,33300886,0.37
chr6,33300886,33300997,0.12
chr6,33301039,33301092,0.25
chr6,33301092,33301170,0.5
chr6,33301170,33301223,0.25
chr6,33301535,33301563,0.12
chr6,33301563,33301666,0.25
chr6,33301666,33301672,0.12
chr6,33301672,33301694,0.37
chr6,33301694,33301703,0.25
chr6,33301703,33301803,0.37
chr6,33301803,33301834,0.12
chr6,33302200,33302331,0.12
chr6,33302493,33302537,0.12
chr6,33302537,33302624,0.37
chr6,33302624,33302668,0.25
chr6,33302735,33302866,0.25
chr6,33303000,33303131,0.12
chr6,33303153,33303162,0.12
chr6,33303162,33303213,0.25
chr6,33303213,33303268,0.37
chr6,33303268,33303284,0.5
chr6,33303284,33303293,0.37
chr6,33303293,33303344,0.25
chr6,33303344,33303359,0.12
chr6,33303359,33303399,0.25
chr6,33303399,33303490,0.12
chr6,33303604,33303735,0.12
chr6,33303764,33303765,0.12
chr6,33303765,33303838,0.37
chr6,33303838,33303839,0.5
chr6,33303839,33303859,1
chr6,33303859,33303870,1.25
chr6,33303870,33303895,1.37
chr6,33303895,33303896,1.25
chr6,33303896,33303902,1
chr6,33303902,33303963,1.12
chr6,33303963,33303969,1.25
chr6,33303969,33303970,1.12
chr6,33303970,33303990,0.62
chr6,33303990,33304001,0.37
chr6,33304001,33304033,0.25
chr6,33304033,33304082,0.12
chr6,33304082,33304094,0.25
chr6,33304094,33304130,0.12
chr6,33304130,33304145,0.25
chr6,33304145,33304213,0.37
chr6,33304213,33304261,0.25
chr6,33304261,33304276,0.12
chr6,33304503,33304553,0.25
chr6,33304553,33304634,0.5
chr6,33304634,33304684,0.25
chr6,33304954,33305085,0.12
chr6,33305854,33305985,0.12
chr6,33306764,33306895,0.12
chr6,33307059,33307066,0.12
chr6,33307066,33307108,0.37
chr6,33307108,33307121,0.5
chr6,33307121,33307190,1.12
chr6,33307190,33307197,1
chr6,33307197,33307203,0.75
chr6,33307203,33307239,0.87
chr6,33307239,33307246,0.75
chr6,33307246,33307252,1.12
chr6,33307252,33307334,0.5
chr6,33307334,33307377,0.37
chr6,33307947,33308051,0.12
chr6,33308051,33308078,0.5
chr6,33308078,33308182,0.37
chr6,33308243,33308374,0.12
chr6,33308519,33308591,0.12
chr6,33308591,33308650,0.25
chr6,33308650,33308672,0.12
chr6,33308672,33308684,0.25
chr6,33308684,33308722,0.37
chr6,33308722,33308803,0.25
chr6,33308803,33308815,0.12
chr6,33309677,33309707,0.12
chr6,33309707,33309732,0.25
chr6,33309732,33309808,0.37
chr6,33309808,33309838,0.25
chr6,33309838,33309839,0.12
chr6,33309839,33309863,0.5
chr6,33309863,33309970,0.37
chr6,33310709,33310718,0.12
chr6,33310718,33310833,0.25
chr6,33310833,33310840,0.37
chr6,33310840,33310844,0.25
chr6,33310844,33310849,0.37
chr6,33310849,33310915,0.25
chr6,33310915,33310964,0.37
chr6,33310964,33310975,0.25
chr6,33310975,33311046,0.12
chr6,33311534,33311665,0.25
chr6,33311731,33311755,0.12
chr6,33311755,33311862,0.25
chr6,33311862,33311886,0.12
chr6,33311906,33311954,0.5
chr6,33311954,33311956,0.62
chr6,33311956,33312037,0.87
chr6,33312037,33312085,0.37
chr6,33312085,33312087,0.25
chr6,33312292,33312356,0.12
chr6,33312356,33312416,0.62
chr6,33312416,33312423,1.25
chr6,33312423,33312430,1.12
chr6,33312430,33312487,1.25
chr6,33312487,33312547,0.75
chr6,33312547,33312561,0.12
chr6,33312669,33312703,0.12
chr6,33312703,33312720,0.37
chr6,33312720,33312725,0.5
chr6,33312725,33312731,0.62
chr6,33312731,33312734,0.75
chr6,33312734,33312744,0.87
chr6,33312744,33312745,1
chr6,33312745,33312747,1.12
chr6,33312747,33312752,1.37
chr6,33312752,33312778,1.49
chr6,33312778,33312800,1.74
chr6,33312800,33312805,1.62
chr6,33312805,33312809,1.87
chr6,33312809,33312834,1.99
chr6,33312834,33312839,1.74
chr6,33312839,33312842,1.99
chr6,33312842,33312845,2.12
chr6,33312845,33312851,2.49
chr6,33312851,33312856,2.37
chr6,33312856,33312862,2.24
chr6,33312862,33312865,2.12
chr6,33312865,33312875,1.99
chr6,33312875,33312876,1.87
chr6,33312876,33312878,1.74
chr6,33312878,33312883,1.49
chr6,33312883,33312886,1.37
chr6,33312886,33312902,1.49
chr6,33312902,33312909,1.62
chr6,33312909,33312920,1.37
chr6,33312920,33312924,1.49
chr6,33312924,33312936,1.62
chr6,33312936,33312940,1.37
chr6,33312940,33312946,1.25
chr6,33312946,33312953,1.37
chr6,33312953,33312967,1.49
chr6,33312967,33312969,1.62
chr6,33312969,33312970,1.74
chr6,33312970,33312973,1.49
chr6,33312973,33312975,1.37
chr6,33312975,33312976,1.49
chr6,33312976,33312991,1.25
chr6,33312991,33313012,1.49
chr6,33313012,33313017,1.62
chr6,33313017,33313033,1.49
chr6,33313033,33313036,1.37
chr6,33313036,33313037,1.49
chr6,33313037,33313039,1.74
chr6,33313039,33313042,1.87
chr6,33313042,33313051,1.99
chr6,33313051,33313053,1.87
chr6,33313053,33313055,2.12
chr6,33313055,33313057,1.99
chr6,33313057,33313071,2.12
chr6,33313071,33313077,2.24
chr6,33313077,33313083,2.12
chr6,33313083,33313084,2.24
chr6,33313084,33313085,2.24
chr6,33313085,33313098,2.37
chr6,33313098,33313100,2.24
chr6,33313100,33313106,2.12
chr6,33313106,33313107,1.99
chr6,33313107,33313120,1.87
chr6,33313120,33313122,1.99
chr6,33313122,33313143,1.74
chr6,33313143,33313150,1.62
chr6,33313150,33313167,1.74
chr6,33313167,33313168,1.62
chr6,33313168,33313170,1.37
chr6,33313170,33313173,1.25
chr6,33313173,33313184,1.12
chr6,33313184,33313188,0.87
chr6,33313188,33313195,0.75
chr6,33313195,33313197,0.87
chr6,33313197,33313202,1
chr6,33313202,33313214,0.87
chr6,33313214,33313215,0.75
chr6,33313215,33313216,0.62
chr6,33313216,33313251,0.5
chr6,33313251,33313277,0.37
chr6,33313277,33313281,0.5
chr6,33313281,33313305,0.37
chr6,33313305,33313326,0.62
chr6,33313326,33313327,0.5
chr6,33313327,33313328,0.62
chr6,33313328,33313408,0.5
chr6,33313408,33313436,0.37
chr6,33313436,33313458,0.12
chr6,33313738,33313869,0.12
chr6,33314054,33314083,0.12
chr6,33314083,33314162,0.62
chr6,33314162,33314185,0.75
chr6,33314185,33314214,0.62
chr6,33314214,33314289,0.12
chr6,33314289,33314293,0.37
chr6,33314293,33314420,0.25
chr6,33314426,33314557,0.12
chr6,33314593,33314724,0.12
chr6,33314846,33314942,0.25
chr6,33314942,33314970,0.37
chr6,33314970,33314977,0.5
chr6,33314977,33315020,0.25
chr6,33315020,33315073,0.37
chr6,33315073,33315101,0.25
chr6,33315101,33315151,0.12
chr6,33315171,33315302,0.12
chr6,33315706,33315837,0.12
chr6,33315966,33316085,0.12
chr6,33316085,33316097,0.25
chr6,33316097,33316194,0.12
chr6,33316194,33316216,0.62
chr6,33316216,33316256,0.5
chr6,33316256,33316325,1
chr6,33316325,33316329,0.5
chr6,33316329,33316387,0.62
chr6,33316387,33316460,0.12
chr6,33316747,33316771,0.12
chr6,33316771,33316843,0.25
chr6,33316843,33316878,0.37
chr6,33316878,33316902,0.25
chr6,33316902,33316974,0.12
chr6,33316976,33316986,0.12
chr6,33316986,33317107,0.37
chr6,33317107,33317117,0.25
chr6,33317443,33317574,0.25
chr6,33317843,33317883,0.12
chr6,33317883,33317918,0.25
chr6,33317918,33317974,0.5
chr6,33317974,33318000,0.37
chr6,33318000,33318014,0.5
chr6,33318014,33318049,0.37
chr6,33318049,33318131,0.12
chr6,33318175,33318306,0.12
chr6,33318328,33318412,0.12
chr6,33318412,33318459,0.37
chr6,33318459,33318497,0.25
chr6,33318497,33318543,0.37
chr6,33318543,33318628,0.12
chr6,33319399,33319528,0.12
chr6,33319528,33319530,0.25
chr6,33319530,33319611,0.12
chr6,33319611,33319659,0.25
chr6,33319659,33319742,0.12
chr6,33319945,33320076,0.12
chr6,33320365,33320465,0.37
chr6,33320465,33320491,0.62
chr6,33320491,33320496,0.75
chr6,33320496,33320518,0.37
chr6,33320518,33320587,0.5
chr6,33320587,33320596,0.87
chr6,33320596,33320622,0.62
chr6,33320622,33320647,0.5
chr6,33320647,33320649,0.62
chr6,33320649,33320716,0.5
chr6,33320716,33320718,0.62
chr6,33320718,33320721,0.25
chr6,33320721,33320732,0.75
chr6,33320732,33320778,0.87
chr6,33320778,33320847,0.75
chr6,33320847,33320852,0.62
chr6,33320852,33320863,0.12
chr6,33320879,33320932,0.25
chr6,33320932,33321010,0.37
chr6,33321010,33321063,0.12
chr6,33321160,33321199,0.25
chr6,33321199,33321291,0.37
chr6,33321291,33321330,0.12
chr6,33321385,33321436,0.25
chr6,33321436,33321473,0.37
chr6,33321473,33321516,0.5
chr6,33321516,33321567,0.25
chr6,33321567,33321604,0.12
chr6,33321613,33321744,0.12
chr6,33321909,33321984,0.25
chr6,33321984,33322040,0.37
chr6,33322040,33322115,0.12
chr6,33322305,33322436,0.12
chr6,33323286,33323417,0.12
chr6,33323770,33323901,0.12
chr6,33324252,33324331,0.12
chr6,33324331,33324345,0.25
#bedGraph section chr6:33324345-33377637,,,
chr6,33324345,33324383,0.37
chr6,33324383,33324389,0.25
chr6,33324389,33324462,0.5
chr6,33324462,33324476,0.37
chr6,33324476,33324520,0.25
chr6,33325245,33325376,0.25
chr6,33325379,33325444,0.12
chr6,33325444,33325510,0.25
chr6,33325510,33325575,0.12
chr6,33325689,33325820,0.12
chr6,33325983,33326113,0.12
chr6,33326113,33326114,0.37
chr6,33326114,33326244,0.25
chr6,33326245,33326247,0.12
chr6,33326247,33326376,0.37
chr6,33326376,33326378,0.25
chr6,33326782,33326913,0.12
chr6,33327225,33327265,0.12
chr6,33327265,33327356,0.37
chr6,33327356,33327396,0.25
chr6,33327523,33327654,0.12
chr6,33327678,33327718,0.12
chr6,33327718,33327809,0.25
chr6,33327809,33327847,0.12
chr6,33327847,33327849,0.62
chr6,33327849,33327978,0.5
chr6,33328270,33328401,0.12
chr6,33328414,33328545,0.12
chr6,33328761,33328832,0.25
chr6,33328832,33328843,0.37
chr6,33328843,33328892,0.5
chr6,33328892,33328963,0.25
chr6,33328963,33328974,0.12
chr6,33328976,33328999,0.12
chr6,33328999,33329107,0.25
chr6,33329107,33329130,0.12
chr6,33329187,33329318,0.12
chr6,33329528,33329659,0.12
chr6,33329671,33329802,0.12
chr6,33330365,33330496,0.12
chr6,33330908,33331001,0.12
chr6,33331001,33331007,0.37
chr6,33331007,33331039,0.62
chr6,33331039,33331132,0.5
chr6,33331132,33331138,0.25
chr6,33331363,33331406,0.12
chr6,33331406,33331494,0.25
chr6,33331494,33331537,0.12
chr6,33331556,33331573,0.12
chr6,33331573,33331687,0.25
chr6,33331687,33331704,0.12
chr6,33331832,33331864,0.25
chr6,33331864,33331963,0.37
chr6,33331963,33331995,0.12
chr6,33332211,33332305,0.37
chr6,33332305,33332342,0.5
chr6,33332342,33332436,0.12
chr6,33333084,33333095,0.12
chr6,33333095,33333215,0.37
chr6,33333215,33333226,0.25
chr6,33333741,33333872,0.12
chr6,33334458,33334589,0.12
chr6,33334605,33334662,0.25
chr6,33334662,33334699,0.5
chr6,33334699,33334713,0.62
chr6,33334713,33334736,0.75
chr6,33334736,33334763,0.5
chr6,33334763,33334776,0.62
chr6,33334776,33334793,0.87
chr6,33334793,33334796,0.62
chr6,33334796,33334830,0.87
chr6,33334830,33334844,0.75
chr6,33334844,33334847,0.62
chr6,33334847,33334894,0.75
chr6,33334894,33334907,0.62
chr6,33334907,33334927,0.37
chr6,33334927,33334978,0.12
chr6,33335086,33335137,0.12
chr6,33335137,33335216,0.25
chr6,33335216,33335217,0.37
chr6,33335217,33335268,0.25
chr6,33335268,33335321,0.12
chr6,33335321,33335347,0.25
chr6,33335347,33335452,0.37
chr6,33335452,33335471,0.25
chr6,33335471,33335478,0.37
chr6,33335478,33335602,0.12
chr6,33335764,33335833,0.12
chr6,33335833,33335895,0.25
chr6,33335895,33335964,0.12
chr6,33335974,33336038,0.25
chr6,33336038,33336058,0.37
chr6,33336058,33336105,0.62
chr6,33336105,33336169,0.37
chr6,33336169,33336189,0.25
chr6,33336289,33336302,0.37
chr6,33336302,33336317,0.5
chr6,33336317,33336420,0.62
chr6,33336420,33336433,0.25
chr6,33336433,33336448,0.12
chr6,33336639,33336770,0.12
chr6,33336796,33336927,0.12
chr6,33337027,33337030,0.12
chr6,33337030,33337158,0.25
chr6,33337158,33337161,0.12
chr6,33337653,33337784,0.12
chr6,33338288,33338321,0.12
chr6,33338321,33338419,0.25
chr6,33338419,33338452,0.12
chr6,33338463,33338594,0.25
chr6,33338938,33338951,0.12
chr6,33338951,33338955,0.25
chr6,33338955,33339049,0.37
chr6,33339049,33339058,0.5
chr6,33339058,33339069,0.87
chr6,33339069,33339082,0.75
chr6,33339082,33339086,0.62
chr6,33339086,33339137,0.5
chr6,33339137,33339180,0.62
chr6,33339180,33339189,0.5
chr6,33339189,33339268,0.12
chr6,33339481,33339612,0.25
chr6,33339918,33339957,0.12
chr6,33339957,33340049,0.37
chr6,33340049,33340088,0.25
chr6,33340368,33340499,0.12
chr6,33340588,33340719,0.12
chr6,33340719,33340850,0.12
chr6,33340897,33340985,0.12
chr6,33340985,33341028,0.25
chr6,33341028,33341116,0.12
chr6,33341237,33341368,0.12
chr6,33341574,33341705,0.12
chr6,33341959,33341986,0.37
chr6,33341986,33342090,0.5
chr6,33342090,33342117,0.12
chr6,33342167,33342222,0.37
chr6,33342222,33342249,1.12
chr6,33342249,33342298,1.37
chr6,33342298,33342353,1
chr6,33342353,33342380,0.25
chr6,33342391,33342522,0.12
chr6,33342645,33342776,0.12
chr6,33342841,33342908,0.37
chr6,33342908,33342925,0.62
chr6,33342925,33342927,0.75
chr6,33342927,33342972,1
chr6,33342972,33343039,0.62
chr6,33343039,33343056,0.37
chr6,33343056,33343058,0.25
chr6,33343151,33343198,0.25
chr6,33343198,33343282,0.37
chr6,33343282,33343329,0.12
chr6,33343334,33343417,0.12
chr6,33343417,33343465,0.25
chr6,33343465,33343548,0.12
chr6,33344377,33344378,0.12
chr6,33344378,33344508,0.25
chr6,33344508,33344509,0.12
chr6,33344812,33344846,0.12
chr6,33344846,33344943,0.25
chr6,33344943,33344977,0.12
chr6,33345028,33345148,0.25
chr6,33345148,33345159,0.37
chr6,33345159,33345234,0.12
chr6,33345234,33345279,0.25
chr6,33345279,33345365,0.12
chr6,33345448,33345569,0.12
chr6,33345569,33345579,0.25
chr6,33345579,33345595,0.12
chr6,33345595,33345623,0.25
chr6,33345623,33345700,0.5
chr6,33345700,33345726,0.37
chr6,33345726,33345754,0.25
chr6,33345844,33345921,0.12
chr6,33345921,33345975,0.25
chr6,33345975,33346052,0.12
chr6,33346160,33346291,0.5
chr6,33346304,33346435,0.12
chr6,33346479,33346610,0.62
chr6,33346883,33347014,0.12
chr6,33347293,33347424,0.12
chr6,33348071,33348084,0.12
chr6,33348084,33348202,0.25
chr6,33348202,33348215,0.12
chr6,33348301,33348324,0.12
chr6,33348324,33348328,0.25
chr6,33348328,33348406,0.37
chr6,33348406,33348432,0.62
chr6,33348432,33348441,0.5
chr6,33348441,33348448,0.62
chr6,33348448,33348455,0.75
chr6,33348455,33348459,0.62
chr6,33348459,33348537,0.5
chr6,33348537,33348547,0.25
chr6,33348547,33348572,0.5
chr6,33348572,33348579,0.37
chr6,33348579,33348585,0.25
chr6,33348585,33348678,0.75
chr6,33348678,33348685,0.5
chr6,33348685,33348716,0.62
chr6,33348716,33348816,0.12
chr6,33349052,33349139,0.12
chr6,33349139,33349158,0.25
chr6,33349158,33349183,0.37
chr6,33349183,33349206,0.25
chr6,33349206,33349251,0.5
chr6,33349251,33349270,0.62
chr6,33349270,33349289,0.5
chr6,33349289,33349337,0.37
chr6,33349337,33349382,0.12
chr6,33349619,33349675,0.25
chr6,33349675,33349750,0.37
chr6,33349750,33349806,0.12
chr6,33349857,33349914,0.12
chr6,33349914,33349941,0.25
chr6,33349941,33349988,0.37
chr6,33349988,33350045,0.25
chr6,33350045,33350072,0.12
chr6,33350127,33350258,0.25
chr6,33350308,33350326,0.12
chr6,33350326,33350439,0.25
chr6,33350439,33350457,0.12
chr6,33350725,33350740,0.25
chr6,33350740,33350856,0.37
chr6,33350856,33350871,0.12
chr6,33351080,33351194,0.12
chr6,33351194,33351211,0.37
chr6,33351211,33351325,0.25
chr6,33351336,33351467,0.12
chr6,33351677,33351808,0.12
chr6,33351840,33351868,0.37
